[0.00-1.40] 各位來賓大家好
[4420.68-4422.68] 所以我们现在找到几个大的物流中心
[4422.68-4424.68] 大概现在全部已经架构完成
[4424.68-4426.68] 都陆陆续续在建设中
[4426.68-4431.68] 大概全台湾我们会布置五到六个这种大型的物流中心
[4431.68-4433.68] 那它会是一个全天候的
[4433.68-4437.68] 就是24小时365天全部自动化的营运
[4437.68-4439.68] 那这个投资都非常非常大
[4439.68-4442.68] 动辄都是要超过百亿以上
[4442.68-4445.68] 但这个长期效益来讲是非常非常显著的
[4445.68-4447.68] 那还有一种是属于中物流
[4447.68-4452.68] 中物流就是配合我们集团原先的这些物流
[4452.68-4453.68] 它考虑到地缘性
[4453.68-4455.68] 大概两个单位三个单位
[4455.68-4458.68] 它原先各自分散的
[4458.68-4460.68] 那他们可以去组成一个中物流
[4460.68-4463.68] 那因为所需要的地方就没有那么大
[4463.68-4466.68] 所以它在设置的点的数目上面来讲
[4466.68-4469.68] 和距离上面来讲它就更具有弹性
[4469.68-4471.68] 那小物流是什么
[4471.68-4475.68] 小物流就是我们整个集团各式各样的原先的物流
[4475.68-4481.68] 比方说原先只负责台北市这个信义区松山区的这个物流
[4481.68-4483.68] 它有非常的机动性
[4483.68-4486.68] 那这个部分的话我们会继续的去维持
[4486.68-4487.68] 然后去分散
[4487.68-4490.68] 让它在市场的精根性上来讲
[4490.68-4493.68] 所以这整个物流布置下来的话
[4493.68-4496.68] 我们会是一个全天候的一个物流
[4496.68-4499.68] 在每一个主要市场的角落
[4499.68-4504.68] 都可以很快速的达到这个货倉骑流的一个功能
[4504.68-4506.68] 那在还有一点就是
[4506.68-4509.68] 大型的物流中心在必要的时候
[4509.68-4511.68] 它的人员可以互相支援
[4511.68-4513.68] 就难免有些A部门
[4513.68-4515.68] 他临时有什么事情的话
[4515.68-4517.68] B部门的就可以暂时支援
[4517.68-4519.68] 今天假设这个物流据点非常分散的话
[4519.68-4521.68] 这个就没办法了
[4521.68-4525.68] 总不可能顾好几十台游览车这样带来带去
[4525.68-4527.68] 这个是非常麻烦的事情
[4527.68-4531.68] 那这个部分将来会发挥很大很大的效应
[4531.68-4535.68] 然后我们的物流体系还有更特色一点
[4535.68-4537.68] 就是我们是全温层的
[4537.68-4541.68] 这跟现在外面的物流只能去处理一个温层
[4541.68-4542.68] 我们不是
[4542.68-4546.68] 我们是常温的 冷藏的 冷冻的
[4546.68-4548.68] 我们是所有的商品
[4548.68-4553.68] 甚至我们的物流现在还开始进入到所谓的医疗物流
[4553.68-4555.68] 那这个部分是需要
[4555.68-4557.68] 非常绵密的作业系统
[4557.68-4559.68] 还要经过政府的考核
[4559.68-4563.68] 但是我们有些单位已经开始得到执照
[4563.68-4565.68] 而且已经开始进入在这方面
[4565.68-4567.68] 所以我们希望这个物流的体系
[4567.68-4570.68] 不只将来是作为我们集团自己本身的运用
[4570.68-4573.68] 将来也希望能够扮演一些社会的功能
[4573.68-4575.68] 这样子 谢谢
[4585.68-4587.68] 谢谢罗董的分享
[4587.68-4590.68] 那这边方便再追问一个问题
[4590.68-4592.68] 您刚有谈到投资金额的部分
[4592.68-4596.68] 它可能也不会是短期一两年的这个资金规划
[4596.68-4600.68] 那能不能在资本支出跟可能的折旧部分
[4600.68-4602.68] 也跟我们分享一下
[4602.68-4603.68] 这个部分来讲的话
[4603.68-4605.68] 我自己也看过这个时程表
[4605.68-4611.68] 大概这从前年开始算好了
[4611.68-4613.68] 大概五年的时间
[4613.68-4616.68] 会是我们资本支出的最高峰
[4616.68-4619.68] 那五年以后大概就回到了一个
[4619.68-4621.68] 就是营运面的
[4621.68-4623.68] 营运面的代表就是它一方面
[4623.68-4625.68] 还有一些维系的费用
[4625.68-4628.68] 那一方面也有庞大的这个折旧的现金流
[4628.68-4630.68] 就开始回来
[4630.68-4632.68] 当然现在最高峰的情况
[4632.68-4633.68] 现在是第三年
[4633.68-4636.68] 所以大概现在还是属于一个最高峰的情况
[4636.68-4638.68] 那接下来就陆陆续续的
[4638.68-4640.68] 比方说像我们一个新式的物流
[4640.68-4643.68] 今年第二季就开始
[4643.68-4644.68] 要正式营运了
[4644.68-4646.68] 那这个部分就
[4646.68-4649.68] 就会有一个很大的一个不同
[4652.68-4654.68] 那因为我们时间的关系
[4654.68-4656.68] 那我们现场也接受最后一个提问
[4656.68-4658.68] 请问还有需要提问的人吗
[4660.68-4661.68] 好
[4661.68-4663.68] 那我这边在线上还有看到一个提问
[4663.68-4665.68] 是有关于是
[4665.68-4668.68] 集团近两年有许多的一些台湾的并购
[4668.68-4670.68] 那也想要请问说
[4670.68-4673.68] 是否最近也会有海外并购的规划
[4673.68-4675.68] 那是什么样的规划
[4675.68-4678.68] 我印象中我们没有很多并购
[4678.68-4682.68] 我们通常去整合一家企业
[4682.68-4684.68] 前后要花好长的时间
[4684.68-4687.68] 所以我不觉得
[4687.68-4692.68] 可能是媒体的朋友把同样一个案子
[4692.68-4693.68] 讲了好几次
[4693.68-4695.68] 所以大家感觉我们天天在并购
[4695.68-4697.68] 其实真的没有
[4697.68-4700.68] 这个企业整合需要很大的缘分
[4700.68-4702.68] 这个而且
[4702.68-4706.68] 我们集团从来也不去进行所谓的恶意并购
[4706.68-4708.68] 都是合意的这个东西
[4708.68-4711.68] 所以真的要有这种机会的话
[4711.68-4713.68] 也是需要一些缘分
[4715.68-4716.68] 好的
[4716.68-4717.68] 那现场主持人
[4717.68-4719.68] 请问现场有需要提问的人吗
[4720.68-4722.68] 目前现场没有其他的提问
[4722.68-4723.68] 谢谢
[4723.68-4724.68] 好的
[4724.68-4725.68] 那
[4725.68-4728.68] 今日的QA环节至此结束
[4728.68-4732.68] 那最后请罗董事长为今日的业绩联合拔户会做结论
[4732.68-4734.68] 好非常谢谢我们
[4734.68-4739.68] 各位继续对统一集团的关心
[4739.68-4741.68] 还有支持还有鼓励
[4741.68-4742.68] 我们也希望
[4742.68-4744.68] 在这个基础之下
[4744.68-4747.68] 我们每一年都能有更好的成绩
[4747.68-4749.68] 更进步的成绩
[4749.68-4752.68] 来回应各位对我们的期待
[4752.68-4756.68] 那在这边也再一次谢谢各位宝贵的时间
[4756.68-4759.68] 今天花了下午的时间跟我们在一起
[4759.68-4761.68] 也祝各位大家身体平安
[4761.68-4762.68] 大家身体平安
[4762.68-4764.68] 闔家平安
[4764.68-4765.68] 快乐健康
[4765.68-4766.68] 谢谢
[4767.68-4769.68] 感谢今天大家的递临
[4769.68-4771.68] 今日的会议到此圆满结束
