[0.00-20.22] 欢迎各位投资先进参加台湾聚合化学品股份有限公司
[4403.90-4406.90] 就是一方面它在手动
[4406.90-4408.90] 就是北京手动
[4408.90-4410.90] 第二个就是说它的
[4410.90-4412.90] 卡南经济效应的这么的关系
[4412.90-4415.90] 所以它有把算料对象
[4415.90-4419.90] 去做减产跟平产的动作
[4419.90-4421.90] 其他的部分主力是
[4421.90-4422.90] 应该是不多
[4422.90-4424.90] 那日本一些小的石化厂
[4424.90-4426.90] 其实在过去的
[4426.90-4428.90] 就是在前几年多
[4428.90-4430.90] 其实就已经有做这些动作
[4430.90-4431.90] 那最近我们也没有听到说
[4431.90-4433.90] 它在EVN厂
[4433.90-4436.90] 有要做关系
[4436.90-4439.90] 或者是这种动作
[4439.90-4441.90] 好 一个时间的因素
[4441.90-4444.90] 我们在尾部线上
[4444.90-4446.90] 有一种先进的提问
[4446.90-4448.90] 那想请教经济团队
[4448.90-4450.90] 台亚距4月是否有配合
[4450.90-4452.90] 台电停车计划规划
[4452.90-4453.90] 谢谢
[4456.90-4458.90] 两个这边
[4458.90-4460.90] 它因为有配合
[4460.90-4462.90] 停车的情况
[4462.90-4464.90] 所以4月份的公训
[4464.90-4466.90] 两个这边会有
[4466.90-4468.90] 四条线也会有
[4468.90-4470.90] 停车大概一个档案
[4470.90-4472.90] 因为它比较多一点
[4472.90-4474.90] 大概时间是有一个问题
[4474.90-4476.90] 那台湾的公训
[4476.90-4477.90] 其实是没有
[4477.90-4480.90] 因为它好像是没有
[4480.90-4482.90] 影响到感觉里面
[4482.90-4484.90] 对 它是比第一个
[4484.90-4486.90] 感觉比较好看
[4486.90-4487.90] 好的
[4487.90-4488.90] 那么因为时间场次
[4488.90-4489.90] 安排的因素
[4489.90-4492.90] 本场是到这边先告一个段落
[4492.90-4495.90] 再次感谢亚洲聚合化化学品股份有限公司
[4495.90-4498.90] 以及台湾聚合化学品股份有限公司
[4498.90-4499.90] 经营团队经营团队的经营团队
[4499.90-4501.90] 今天的分享与解答
[4501.90-4504.90] 那本次的联合法人说明会到此结束
[4504.90-4507.90] 也谢谢各位先进与会指教
[4507.90-4509.90] 祝各位身体健康投资顺利
[4509.90-4510.90] 谢谢
