[0.00-1.40] 各位來賓大家好
[4368.32-4370.32] 這些也跟早早談到人力
[4370.32-4372.32] 成本的問題是有相關聯的
[4372.32-4374.32] 這部分能不能
[4374.32-4376.32] 也跟我們簡單更新一下
[4376.32-4378.32] 謝謝
[4378.32-4380.32] 好 在物流的規劃裡面我們現在集團規劃成
[4380.32-4382.32] 三個不同的等級
[4382.32-4384.32] 一個叫大物流一個叫中物流一個叫小物流
[4384.32-4386.32] 那大物流的話就是
[4386.32-4388.32] 把我們集團幾個主要的一個物流中心
[4388.32-4390.32] 全部併在一起那這個部分呢
[4390.32-4392.32] 能夠有想像很大的一個好處
[4392.32-4394.32] 就是將來這些
[4394.32-4396.32] 各自分散的這些大的物流
[4396.32-4398.32] 他不要在每一段時間
[4398.32-4400.32] 到了以後他又要去找新的地方
[4400.32-4402.32] 要搬家
[4402.32-4404.32] 很麻煩
[4404.32-4406.32] 因為搬一個地方
[4406.32-4408.32] 其實牽涉的不只是
[4410.32-4412.32] 事情的改變還有物的改變
[4412.32-4414.32] 這還牽涉到很多
[4414.32-4416.32] 員工
[4416.32-4418.32] 家居上班的這個問題
[4418.32-4420.32] 特別是在台灣人力
[4420.32-4422.32] 缺乏所以我們現在找到幾個大的物流中心
[4422.32-4424.32] 大概現在全部已經架構完成
[4424.32-4426.32] 都陸陸續續在建設中
[4426.32-4428.32] 大概全台灣
[4428.32-4430.32] 我們會布置五到六個
[4430.32-4432.32] 這種大型的物流中心
[4432.32-4434.32] 那他會是一個全天候的
[4434.32-4436.32] 就是24小時365天
[4436.32-4438.32] 全部自動化的營運
[4438.32-4440.32] 那這個投資都非常非常大
[4440.32-4442.32] 動輒都是要超過百億以上
[4442.32-4444.32] 但這個長期效益來講
[4444.32-4446.32] 是非常非常顯著的
[4446.32-4448.32] 那還有一種是屬於中物流
[4448.32-4450.32] 中物流就是配合我們集團
[4450.32-4452.32] 原先的這些物流
[4452.32-4454.32] 他考慮到地緣性
[4454.32-4456.32] 大概兩個單位三個單位
[4456.32-4458.32] 他原先各自分散的
[4458.32-4460.32] 那他們可以去組成一個中物流
[4460.32-4462.32] 那因為所需要的地方
[4462.32-4464.32] 就沒有那麼大
[4464.32-4466.32] 所以他在設置的點的數目上面來講
[4466.32-4468.32] 和距離上面來講
[4468.32-4470.32] 他就更具有彈性
[4470.32-4472.32] 那小物流是什麼
[4472.32-4474.32] 小物流就是我們整個集團
[4474.32-4476.32] 各式各樣的原先的物流
[4476.32-4478.32] 比方說原先只負責台北市
[4478.32-4480.32] 這個信義區松山區的物流
[4480.32-4482.32] 他有非常的機動性
[4482.32-4484.32] 那這個部分的話
[4484.32-4486.32] 我們會繼續的去維持
[4486.32-4488.32] 然後去分散
[4488.32-4490.32] 讓他在市場的精根性上來講
[4490.32-4492.32] 所以這整個物流佈置下來的話
[4492.32-4494.32] 我們會是一個
[4494.32-4496.32] 全天候的一個物流
[4496.32-4498.32] 包含在每一個
[4498.32-4500.32] 主要市場的角落
[4500.32-4502.32] 都可以很快速的
[4502.32-4504.32] 達到這個貨倉其流的一個功能
[4504.32-4506.32] 那在還有一點就是
[4506.32-4508.32] 大型的物流中
[4508.32-4510.32] 在必要的時候
[4510.32-4512.32] 他的人員可以互相支援
[4512.32-4514.32] 就難免有些A部門
[4514.32-4516.32] 他臨時有什麼事情的話
[4516.32-4518.32] B部門的就可以暫時支援
[4518.32-4520.32] 今天假設這個物流據點非常分散的話
[4520.32-4522.32] 這個就沒辦法了
[4522.32-4524.32] 總不可能顧好幾十台
[4524.32-4526.32] 遊覽車這樣帶來帶去
[4526.32-4528.32] 這個是非常麻煩的事情
[4528.32-4530.32] 那這個部分將來會發揮很大很大的效應
[4530.32-4532.32] 然後我們的物流體系
[4532.32-4534.32] 還有更特色一點
[4534.32-4536.32] 就是我們是全溫層的
[4536.32-4538.32] 這跟現在的物流體系有關的
[4538.32-4540.32] 現在外面的物流
[4540.32-4542.32] 只能去處理一個溫層
[4542.32-4544.32] 我們是常溫的
[4544.32-4546.32] 冷藏的 冷凍的
[4546.32-4548.32] 我們是所有的商品
[4548.32-4550.32] 甚至我們的物流現在還開始
[4550.32-4552.32] 進入到所謂的醫療物流
[4552.32-4554.32] 那這個部分是需要
[4554.32-4556.32] 非常綿密的作業系統
[4556.32-4558.32] 還要經過政府的考核
[4558.32-4560.32] 但是我們有些單位
[4560.32-4562.32] 已經開始得到執照
[4562.32-4564.32] 而且已經開始進入在這方面
[4564.32-4566.32] 所以我們希望
[4566.32-4568.32] 這個物流的體系
[4568.32-4570.32] 將來是作為我們集團自己本身的運用
[4570.32-4572.32] 將來也希望能夠
[4572.32-4574.32] 扮演一些社會的功能
[4574.32-4576.32] 這樣子 謝謝
[4576.32-4578.32] 這邊請
[4584.32-4586.32] 謝謝羅董的分享
[4586.32-4588.32] 那這邊方便
[4588.32-4590.32] 再追問一個問題
[4590.32-4592.32] 您剛也有談到投資金額的部分
[4592.32-4594.32] 它可能也不會是短期
[4594.32-4596.32] 一兩年的這個
[4596.32-4598.32] 資金規劃 那能不能在資本制度上
[4598.32-4600.32] 跟可能的折舊部分
[4600.32-4602.32] 也跟我們分享一下
[4602.32-4604.32] 這個部分來講的話
[4604.32-4606.32] 我自己也看過這個時程表
[4606.32-4608.32] 大概這
[4608.32-4610.32] 大概這從前年開始算好了
[4610.32-4612.32] 大概五年的時間
[4612.32-4614.32] 會是我們
[4614.32-4616.32] 資本支出的最高峰
[4616.32-4618.32] 那五年以後
[4618.32-4620.32] 大概就回到了一個
[4620.32-4622.32] 就是營運面
[4622.32-4624.32] 營運面的代表就是它一方面
[4624.32-4626.32] 還有一些維繫的費用
[4626.32-4628.32] 那一方面也有龐大的這個
[4628.32-4630.32] 很久的現金流
[4630.32-4632.32] 就開始回來
[4632.32-4634.32] 當然現在最高峰的情況
[4634.32-4636.32] 現在是第三年
[4636.32-4638.32] 所以大概現在還是屬於一個
[4638.32-4640.32] 最高峰的一個情況
[4640.32-4642.32] 那接下來就陸陸續續的
[4642.32-4644.32] 比方說像我們一個新式的物流
[4644.32-4646.32] 今年第二季就開始要正式營運了
[4646.32-4648.32] 那這個部分就
[4648.32-4650.32] 就會有一個很大的一個不同
[4654.32-4656.32] 好的 那因為我們時間的關係
[4656.32-4658.32] 我們也要去到最後一個提問
[4658.32-4660.32] 請問還有需要提問的人嗎
[4660.32-4662.32] 好 那我這邊
[4662.32-4664.32] 在線上還有看到一個提問
[4664.32-4666.32] 是有關於是
[4666.32-4668.32] 集團近兩年有許多的一些
[4668.32-4670.32] 台灣的併購
[4670.32-4672.32] 那也想要請問說是否最近也會有
[4672.32-4674.32] 海外併購的規劃
[4676.32-4678.32] 我印象中我們沒有
[4678.32-4680.32] 很多併購
[4680.32-4682.32] 我們通常去整合
[4682.32-4684.32] 一家企業的錢會要花好長的時間
[4684.32-4686.32] 所以
[4686.32-4688.32] 我不覺得
[4688.32-4690.32] 可能是媒體的朋友
[4690.32-4692.32] 把同樣一個
[4692.32-4694.32] 一個案子講了好幾次
[4694.32-4696.32] 所以大家感覺我們天天在併購
[4696.32-4698.32] 其實真的沒有
[4698.32-4700.32] 這個企業整合需要很大的緣分
[4700.32-4702.32] 這個
[4702.32-4704.32] 而且我們集團
[4704.32-4706.32] 從來也不去進行所謂的
[4706.32-4708.32] 惡意併購
[4708.32-4710.32] 都是合意的這個東西
[4710.32-4712.32] 所以真的要有這種機會的話
[4712.32-4714.32] 也是需要一些緣分
[4714.32-4716.32] 好
[4716.32-4718.32] 好的
[4718.32-4720.32] 那線上主持人
[4720.32-4722.32] 請問線上有需要提問的人嗎
[4722.32-4724.32] 目前線上沒有其他的提問
[4724.32-4726.32] 謝謝
[4726.32-4728.32] 那今日的QA環節至此結束
[4728.32-4730.32] 那最後請羅董事長
[4730.32-4732.32] 為今日的業績聯合發布會做結語
[4732.32-4734.32] 非常謝謝我們
[4734.32-4736.32] 各位繼續對
[4736.32-4738.32] 統一集團的
[4738.32-4740.32] 關心還有支持
[4740.32-4742.32] 還有鼓勵
[4742.32-4744.32] 我們也希望在這個基礎之下
[4744.32-4746.32] 我們每一年都能有
[4746.32-4748.32] 更好的成績
[4748.32-4750.32] 更進步的成績
[4750.32-4752.32] 來回應各位
[4752.32-4754.32] 對我們的期待
[4754.32-4756.32] 那在這邊也再一次謝謝各位
[4756.32-4758.32] 寶貴的時間
[4758.32-4760.32] 今天花了下午的時間跟我們在一起
[4760.32-4762.32] 也祝各位大家
[4762.32-4764.32] 身體平安
[4764.32-4766.32] 闔家平安快樂健康
[4766.32-4768.32] 謝謝
[4768.32-4770.32] 感謝今天大家的蒞臨
[4770.32-4772.32] 今日的會議到此圓滿結束
