[0.00-5.00] 好各位
[3711.54-3712.82] 邀请进去提供
[3712.82-3714.34] 我们的insider会
[3714.34-3717.30] 所以代表说我们其实也是直接被Google认可的事
[3717.30-3719.82] 在这个所谓的诈骗讯息
[3719.82-3723.18] 也就是网语网词资料里面最重要的一个处罢之一
[3723.18-3723.58] 对
[3723.58-3724.54] 最股权奖的
[3724.54-3726.14] 是全世界最完整的
[3726.14-3728.82] 大片网词网的诈骗资料组织的事情
[3728.82-3729.22] 对
[3729.22-3731.06] 就是比较完整的
[3731.06-3733.38] 然后再来我们刚刚讲的第二个是
[3733.38-3734.26] 农业认证
[3734.26-3735.14] 农业认证
[3735.14-3735.42] 好
[3735.42-3738.94] 我刚刚提到农业认证是一本农业认证的叫托比拉
[3738.94-3739.26] 对
[3739.26-3740.94] 然后他做的这个市场
[3740.94-3742.54] 然后商业模式是他
[3742.54-3746.06] 帮新店行商做贩售的服务
[3746.06-3747.66] 所以日本商业链上
[3747.66-3748.70] 日本C2POMO
[3748.70-3749.70] 然后SOBANK
[3749.70-3750.78] 跟KTDI
[3750.78-3751.14] 对
[3751.14-3753.18] 他们后面的这个广大链服务
[3753.18-3756.70] 其实是由这个利润公司去协助他的
[3756.70-3756.94] 对
[3756.94-3758.38] 因为日本市场很大
[3758.38-3759.26] 所以他很大
[3759.26-3761.30] 想说我们直接进入利润市场
[3761.30-3763.02] 所以我们自己目前有在日本
[3763.02-3764.18] 然后更好地通过
[3764.18-3767.10] 我们甚至也有跟一个公司上伙伴合作
[3767.10-3768.78] 而且有这种链接的
[3768.78-3769.02] 对
[3769.02-3770.58] 所以日本其实是一个可以到达
[3770.58-3772.26] 超过两个亿上币的对手
[3772.54-3774.78] 然后我们在另外一个
[3774.78-3776.66] 其实是波罗波也有调出口的
[3776.66-3776.90] 对
[3776.90-3778.30] 然后实在是印度很强
[3778.30-3778.50] 对
[3778.50-3782.58] 一个虽然跟我们做的事情很像
[3782.58-3785.30] 但他只做西方的广大链服务
[3785.30-3787.42] 我想我们可以有从第一个指甲到第三个指甲
[3787.42-3788.82] 我相信原因也是因为
[3788.82-3789.74] 关于印度市场
[3789.74-3790.94] 你不过我刚说
[3790.94-3791.18] 对
[3791.18-3792.70] 这些很伟大的事情
[3792.70-3793.66] 但也是因为这样子
[3793.66-3795.70] 我们目前也有很多人问我
[3795.70-3796.98] 说是不去印度市场
[3796.98-3797.14] 对
[3797.14-3798.70] 我们还是先做不散场的
[3798.70-3800.02] 我们觉得我们就算了
[3800.02-3801.82] 谢谢
[3802.54-3802.86] 好
[3802.86-3803.42] 谢谢
[3803.42-3807.86] 没有其他的口子
[3807.86-3808.18] 来
[3808.18-3809.46] 谢谢
[3813.78-3815.78] 请就因为刚才有提到
[3815.78-3817.38] 未来的成长动能是说
[3817.38-3820.34] 防炸会跟自然这一块合在一起
[3820.34-3823.42] 但就像我们现在自然比较
[3823.42-3826.02] 最流行在特别那个身份证
[3826.02-3830.62] 你们看到你们跟Google有发散的这个
[3830.62-3830.90] 阶段
[3830.90-3831.90] 可是看起来
[3832.54-3833.62] 自然在身份认证
[3833.62-3834.94] 他们还有另外有其他的
[3834.94-3837.70] FIDO或ISO的一些感觉
[3837.70-3838.86] 自然跟防炸
[3838.86-3839.78] 目前
[3839.78-3842.78] 好像还没有很明确的连接在一起
[3842.78-3844.82] 那您刚才提到就是说以后
[3845.62-3847.42] 防炸会跟自然合作
[3847.42-3849.06] 这边是会在换
[3849.06-3850.90] 因为除了现在身份认证
[3850.90-3852.10] 或是一些
[3852.10-3853.70] 一些咨询案
[3853.70-3854.58] 自然的软体
[3854.58-3856.18] 或是一些保派客的路径
[3856.18-3857.78] 那我们从电话诈骗
[3857.78-3859.22] 或是网路诈骗跟
[3859.22-3860.18] Data base这边是怎么来跟自然连接在一起的
[3860.18-3861.30] 是怎么来跟自然连接在一起的
[3861.30-3862.18] 是怎么来跟自然连接在一起的
[3862.18-3863.58] 是怎么来跟自然连接在一起的
[3863.58-3864.22] 谢谢
[3864.22-3866.42] 是怎么来跟自然连接在一起的
[3866.42-3867.74] 然后
[3867.74-3869.26] 我们先回答
[3869.26-3871.70] 如果是以生物辨识的身份认证
[3871.70-3872.98] 他比较辨识的是
[3872.98-3875.30] 是不是这个本人
[3875.30-3877.54] 可是我们协助银行的是
[3877.54-3878.78] 即便是这个本人
[3878.78-3880.66] 可是他是人头
[3880.66-3882.10] 这个是不可能
[3882.10-3884.06] 别人没有办法替代
[3884.06-3885.14] 譬如说
[3885.14-3887.18] 他辨识我这个本人
[3887.18-3888.66] 他就是生物辨识
[3888.66-3889.30] 铃跟音
[3889.30-3890.38] 可是我辨识说
[3890.38-3891.50] 即便在链接上
[3891.50-3892.06] 把这个
[3892.06-3893.86] 本人拎过来做开
[3893.86-3896.30] 我也知道这个本人的背后的意图
[3896.30-3898.34] 他其实有问题
[3898.34-3900.26] 所以简单回答全场
[3900.26-3901.22] 那
[3901.22-3904.42] 资安绑架怎么去做一个结合
[3904.42-3905.90] 这个
[3905.90-3906.26] OK
[3906.26-3907.18] 就
[3907.18-3907.62] 好
[3907.62-3908.70] 我
[3908.70-3910.30] 我
[3910.30-3911.54] 稍微问一个
[3911.54-3912.66] 我们最近
[3912.66-3913.62] 从外界
[3913.62-3915.50] 包括说美国的MDI
[3915.50-3916.86] 还有这个报道
[3916.86-3918.78] 来说明一下是
[3918.78-3920.94] 资安怎么去走向保养大学
[3920.94-3921.50] 因为因为现在
[3921.50-3922.42] 其实你去看到包括
[3922.42-3923.62] 就是科技也好
[3923.62-3925.62] 他们现在已经开始也在就是
[3925.62-3927.14] 就是力推防炸
[3927.14-3929.22] 那刚刚是那个业佣的场上
[3929.22-3931.18] 捐进去投这个全世界很大的资安
[3931.18-3932.94] 基本上世界跳出来说
[3932.94-3935.30] 2020年看到了资安事件
[3935.30-3936.90] 大概展成是大变
[3936.90-3938.58] 可是到2024年
[3938.58-3939.46] 整个资安事件
[3939.46-3942.38] 看来大概九成都是设想工程的诈骗
[3942.38-3942.70] 所以
[3942.70-3943.86] 所以没有看到是
[3943.86-3944.62] 其实
[3944.62-3947.06] 大广房展应该说先到哪边
[3947.06-3948.90] 今天人是安的股份
[3948.90-3950.02] 他的我可以发现开始
[3950.02-3951.14] 你要注意到这个理想
[3951.14-3951.98] 怎么来的
[3951.98-3953.42] 就大概在2000年
[3953.42-3954.70] 20年前以前
[3954.70-3957.02] 其实大家听到所谓什么叫资安事件
[3957.02-3958.54] 最多的其实叫没有问题
[3958.54-3960.54] 就是恶意环境
[3960.54-3962.74] 但其实所有的人是从这边开始
[3962.74-3964.46] 然后你发现那个时候的资安公司
[3964.46-3965.02] 在做什么
[3965.02-3967.06] 是扫描你的电脑
[3967.06-3969.74] 扫描你的什么手机
[3969.74-3971.26] 还没有还没有所有的手机
[3971.26-3972.70] 但是就扫描你的影片
[3972.70-3973.70] 扫描你的电脑
[3973.70-3975.02] 没有没有问题
[3975.02-3976.54] 但其实整个资安的开头
[3976.54-3977.78] 就是恶意问题
[3977.78-3979.70] 那接下来路途有一个故事
[3979.70-3980.50] 那这些恶意环境
[3980.50-3980.98] 他拖到
[3981.14-3982.46] 他要收回他要怎么交易
[3982.46-3985.38] 所以第二波其实所谓叫暗网的资安事件
[3985.38-3987.38] 就开始有很多大量的
[3987.38-3989.14] 透过微软做出来的数据
[3989.14-3990.62] 在暗网里面在做买卖
[3990.62-3991.22] 这些
[3991.22-3992.62] 他就变成一个事情
[3992.62-3993.70] 就是产业化
[3993.70-3994.10] 对
[3994.10-3995.98] 然后当这些第二个事件
[3995.98-3997.58] 我们讲就是三个第二波
[3997.58-3999.26] 暗网的资安事件过后
[3999.26-4001.02] 很多人拿到这些个人的数据
[4001.02-4002.54] 然后每个人电话打完之后
[4002.54-4003.50] 那那个时候
[4003.50-4005.14] 大家每个人都有手机了
[4005.14-4007.50] 所以第三波就是这么演出
[4007.50-4009.06] 就开始很多的犯罪集团
[4009.06-4010.74] 就抓这些个人资料
[4011.14-4012.02] 资料
[4012.02-4013.74] 然后开始去打骗那个人
[4013.74-4013.94] 对
[4013.94-4016.38] 所以开始有人从犯罪的角度去思考
[4016.38-4017.70] 你为什么这个资安事件
[4017.70-4020.22] 从一开始的恶意软体
[4020.22-4021.66] 走到暗网交易
[4021.66-4022.78] 然后到现在走到
[4022.78-4024.18] 就是就是这个大片头
[4024.18-4026.26] 他其实是过一波一波的过上来
[4026.26-4027.54] 所以你看到资安公司
[4027.54-4029.54] 刚刚他开始去做防盗
[4029.54-4030.70] 我觉得这也是国家病情
[4030.70-4033.14] 而是因为现在的资安事件已经做到了
[4033.14-4034.74] 这种用人驱动
[4034.74-4036.30] 然后以人的贪念
[4036.30-4037.34] 然后恐慌
[4037.34-4038.30] 在难过点
[4038.30-4039.54] 在攻击每个人
[4039.54-4040.50] 通你资料
[4040.50-4041.10] 通你的现实
[4041.10-4041.86] 对
[4041.86-4043.70] 所以他是一步一步这样靠过来的
[4043.70-4044.22] 对
[4044.22-4044.74] 那
[4044.74-4045.34] 那
[4045.34-4046.78] 所以所以我也想觉得说
[4046.78-4048.46] 其实大片就是在未来
[4048.46-4050.06] 是属于什么资安产业
[4050.06-4051.26] 要去
[4051.26-4052.54] 面对的地方
[4052.54-4052.74] 对
[4052.74-4053.70] 这是为什么
[4053.70-4054.70] Gen Digital
[4054.70-4055.86] 然后还有Trimit
[4055.86-4057.06] 现在的股票开始投到这边
[4057.06-4058.62] 那我觉得我们
[4058.62-4061.14] 10年前还没有看到这些产业形成的时候
[4061.14-4062.14] 对面记得很好
[4062.14-4063.50] 然后做一个服务
[4063.50-4065.10] 然后开始做到大片集团
[4065.10-4066.34] 然后现在看到就是
[4066.34-4068.94] 整个当资安产业越来越重视这件事情的时候
[4068.94-4070.02] 我们就看到就是
[4070.02-4070.86] 风来
[4070.86-4071.06] 就是
[4071.10-4072.82] 像是有点沉向起风了
[4072.82-4074.18] 开始各种
[4074.18-4076.62] 他们都很懂得资安这个词的时候
[4076.62-4077.90] 当做完电影一把
[4077.90-4080.06] 当资安要解决乱的时候
[4080.06-4082.30] 我们就看到我们的生机就出现了
[4082.30-4082.94] 对
[4082.94-4084.42] 企业内部是妨害
[4084.42-4085.98] 外部是防诈
[4085.98-4087.18] 那内部妨害
[4087.18-4089.54] 现在市面上大家都用A手机
[4089.54-4091.86] 那我们外部协助防诈
[4091.86-4093.82] 我们用A手机的方式
[4093.82-4094.74] 可是两个
[4094.74-4096.30] 它是不是替代
[4096.30-4097.30] 它是
[4097.30-4099.06] 两个是互
[4099.06-4100.86] 所以大家也可以去想说
[4100.86-4101.90] 对于企业来说的话
[4101.90-4103.54] 现在防汗也确实重要
[4103.54-4106.82] 可是他们也专注在外部的防诈事件
[4106.82-4110.62] 所以最近柴旭我自己有篇专栏在写这个议题
[4110.62-4111.82] A手机
[4111.82-4114.18] 或者是生育的下一个部份是什么
[4114.18-4115.46] 是猫皮
[4115.46-4116.30] 是喂猫
[4116.30-4117.02] 是大片
[4117.02-4119.70] 或者是个人的客户的资料
[4119.70-4122.78] 在按完一些被卖等等
[4122.78-4123.90] 所以大家可以去想
[4123.90-4125.58] 你自己的电脑或是你的手机
[4125.58-4127.34] 有没有办法买几箱软件
[4127.34-4129.26] 可是你可能该还花便当的便据
[4129.26-4130.62] 你可能该安装小白兽这样子的
[4130.62-4133.10] 让妈妈再做一个
[4133.10-4136.98] 那包括我们的对手就是
[4136.98-4139.18] 他们现在放毒
[4139.18-4140.78] 他们全部来做诈骗
[4140.78-4142.02] 因为放毒风险高
[4142.02-4143.14] 用钱加花
[4143.14-4145.74] 所以整个所有不管是妨害
[4145.74-4147.42] 移转到防诈
[4147.42-4149.50] 战略集团也从贩毒
[4149.50-4151.38] 直接到做到诈骗去
[4151.38-4153.90] 所以所有都在处理这样子的一个
[4153.90-4155.30] 一个人的生命
[4155.30-4158.30] 对其实会可以从联合国自己本身的关注
[4158.30-4159.02] 跟大家分享
[4159.02-4160.46] 以前联合国时代
[4160.46-4163.50] 人口贩运跟贩毒
[4163.50-4164.82] 所以你发现最近几年
[4164.82-4167.70] 就是UNODC都在讲狂战
[4167.70-4169.78] 因为他发现像刚刚JP讲
[4169.78-4171.58] 其实贩毒本身风险太高
[4171.58-4172.74] 很容易被抓
[4172.74-4174.14] 因为最后你要几个人讲
[4174.14-4175.50] 就是很年轻
[4175.50-4177.10] 可以在线上去骗一个人
[4177.10-4178.70] 其实很明显
[4178.70-4179.82] 就像最近不是在那边在
[4179.82-4182.14] 尝试尿管的用户
[4182.14-4184.62] 在泰国跟缅甸边境
[4184.62-4186.26] 对就是他就断他我
[4186.26-4188.78] 断他便没有用
[4188.78-4189.98] 他就这里到另外一个地方
[4190.46-4191.22] 他就在那边
[4191.22-4192.18] 他就在那边
[4192.18-4194.46] 所以这个我觉得就是到最后
[4194.46-4197.38] 自然会从这一软体逐渐走向
[4197.38-4198.22] 线上诈骗
[4198.22-4200.94] 现在看起来他其实就是一个
[4200.94-4201.78] 大趋势
[4201.78-4203.70] 就当每个人都已经活在文物上
[4203.70-4205.34] 在跟别人交流的时候
[4205.34-4206.54] 诈骗变成是心态
[4206.54-4207.74] 心诊不太能够
[4207.74-4209.10] 对
[4209.10-4210.98] 好
[4210.98-4211.58] 谢谢
[4216.54-4216.74] 好
[4216.74-4217.90] 谢谢两位的解释
[4217.90-4220.14] 我看有其他的投资也有
[4220.46-4221.22] 我记得
[4221.22-4226.42] 我身上有一个之前的投资人
[4226.42-4227.82] 几万可以可能请
[4227.82-4228.38] 这个
[4228.38-4229.66] 欢迎大家报道
[4229.66-4230.14] 回答一下
[4230.14-4233.38] 因为我们一开始一直常常跟投资人讲
[4233.38-4235.50] 就是说我们已经过了所有的
[4235.50-4238.46] 因为这个之前其实是
[4238.46-4239.26] 物联网
[4239.26-4241.34] 因为到底是什么模式的解释
[4241.34-4242.98] 因为台湾比较没有物联网
[4242.98-4243.94] 是多种经验
[4243.94-4245.86] 那可不可以请团队稍微解释一下
[4245.86-4249.10] 因为我的保利率高达90%上架
[4249.10-4249.58] 好
[4249.58-4250.46] 那想问一下
[4250.46-4252.22] 所谓的critical mass
[4252.22-4255.26] 在一个高的毛利高达90%情况之下
[4255.26-4258.70] 如何把top line跟bottom line结合
[4258.70-4262.62] 那台湾在今年台湾往后来讲
[4262.62-4264.54] 那他对于我们在如何
[4264.54-4265.54] 对于外部的投资人
[4265.54-4267.10] 应该怎么来看我们的
[4267.10-4269.06] top line跟bottom line的情况
[4269.06-4274.10] 我大家先回答一下
[4274.10-4274.58] 就是说
[4274.58-4278.02] 我们自己在看我们说的用户的一个政治
[4278.02-4280.42] 用户或者是营收者
[4280.46-4286.10] 我们的费用不会等他去做一个结果
[4286.10-4288.62] 所以慢慢的那个mobility
[4288.62-4289.70] 慢慢就会出出来
[4289.70-4290.86] 那做出来之后
[4290.86-4292.70] 我们可以在用不同的方式
[4292.70-4293.86] 不管是去扶持
[4293.86-4296.74] 或是在marketing费用上面
[4296.74-4300.34] 让用户的部分会越来越大
[4300.34-4302.38] 所以目前我们从扶持后
[4302.38-4303.94] 已经可以看到有这样子的一个
[4303.94-4305.58] 混合性的现象起点了
[4305.58-4308.94] 那我们慢慢的要把这样子的一个扶持模式
[4308.94-4310.30] 扶持到企业端
[4310.46-4312.74] 或者是真股单的一个方式
[4312.74-4318.22] 在就是进行经济上去做这样子的一个推进
[4318.22-4319.46] 让整个数字
[4319.46-4324.54] 对其实如果JK讲的就是说
[4324.54-4325.98] 我们就看那个比重
[4325.98-4327.98] 这个最我们最大的资本费用
[4327.98-4329.62] 基本上就是刚提到的
[4329.62-4331.58] 如果这个按门比的话
[4331.58-4333.06] 人是最大重点
[4333.06-4335.34] 然后再来的话就是形象
[4335.34-4336.90] 然后再是我们的cloud
[4336.90-4337.26] 好
[4337.26-4339.46] 那我们都在过去
[4339.46-4340.46] 这一年
[4340.46-4342.06] 多来其实都很明显的看到
[4342.06-4343.98] 其实这三个主要的费用
[4343.98-4345.06] 它的成长率
[4345.06-4346.94] 跟我们营收的成长率
[4346.94-4349.22] 其实他的那刚刚JK讲到的那个
[4349.22-4350.74] 其实都非常明显
[4350.74-4352.46] 那尤其在
[4352.46-4356.06] 尤其在我们的这个
[4356.06-4358.26] 每一个产品逐渐成熟之后
[4358.26-4359.86] 其实他需要
[4359.86-4362.42] 投入投资再去创造编辑效应
[4362.42-4364.46] 那个需求进一步的涨低了
[4364.46-4367.66] 所以然后云端部分也是一样
[4367.66-4369.98] 我们也透过不同的优化
[4370.46-4372.06] 我们的云端的
[4372.06-4374.78] 甚至我们会看到我们优化之后
[4374.78-4375.74] 过了一季之后
[4375.74-4378.30] 我们甚至有看到有一个月的
[4378.30-4379.62] 云端的费用
[4379.62-4381.94] 其实我们的用户数是成长的
[4381.94-4383.46] 其实在成长状况之下
[4383.46-4386.46] 甚至还会基于之前的某一个月
[4386.46-4388.46] 这就是一个优化效果
[4388.46-4391.86] 那这些我们都会把它定义为
[4391.86-4393.70] 是部分的这个face cost
[4393.70-4394.78] 所以刚刚才提到
[4394.78-4395.78] 就是我们的face cost
[4395.78-4398.26] 其实它还是会有的变高
[4398.26-4400.06] 但是我们因为我们的毛病就告诉他
[4400.46-4402.82] 我们的价格是高达9成
[4402.82-4406.70] 所以整个基本上后续的多出来的毛利
[4406.70-4407.70] 就是我们的获利
[4407.70-4410.26] 投资人士应该这样看
[4410.26-4412.98] 因为肯定是每个月都够高营收的
[4412.98-4413.38] 对
[4413.38-4415.42] 只要我们开始关注一下
[4415.42-4416.74] 特别是上市以后
[4416.74-4417.78] 营收的成长
[4417.78-4420.74] 我想就代表未来获利的成长
[4420.74-4422.02] 加速成长的过程
[4422.02-4423.34] 对营收获利
[4423.34-4425.66] 我们当然以现在的目标就是集机高
[4425.66-4427.90] 这个是我们内部自己的一个目标
[4427.90-4430.10] 从第四季第一季
[4430.46-4433.06] 我们可以看到整个的一个趋势
[4433.06-4434.78] 这个太阳是往时代发展
[4435.94-4436.26] 好
[4436.26-4436.82] 谢谢
[4437.18-4439.74] 那各位请这个Jerry稍微解释
[4439.74-4443.02] 因为现在主要是花在多大东南亚的时间
[4443.02-4445.18] 我们在目前在国外
[4445.18-4448.62] 就是东南亚这几个市场目前发展的情况
[4448.62-4450.78] 还有一个投资来说明一下
[4450.78-4451.54] 好
[4451.54-4455.66] 我也从这边去补充一下一个刚刚讲的Vicomax
[4455.66-4457.22] 这个让我想到以前是
[4457.22-4458.42] 是IX的比率
[4459.02-4460.22] 就是你其实可以想象
[4460.46-4463.34] 我们三个服务为什么它其实是同心圆
[4463.34-4465.66] 因为当我们在讲的新方形的时候
[4465.66-4469.66] 我不总想这个服务是就是奥尔的这个型的
[4469.66-4470.90] 所以那时候那个就是说
[4470.90-4473.34] 我感觉上就像是造了一个很沉的罗宅
[4473.34-4476.14] 然后后面就是理解理解理解这个讲法
[4476.14-4477.86] 对然后相关性很大
[4477.86-4478.58] 什么进一步啊
[4478.58-4479.86] 就是它造了我们想法
[4479.86-4483.58] 对所以他说我们为什么建第二只讲第三只讲的时候
[4483.58-4486.46] 我们会就是蛮有信心看到成长
[4486.46-4487.42] 就像你看Q1
[4487.42-4488.70] 我觉得这个数字蛮有趣的
[4488.70-4490.42] 就是消费者都在那里增长
[4490.46-4493.22] 三成然后金融科技成长五成
[4493.22-4496.62] 然后系列服务成长七成到三成
[4496.62-4498.98] 其实这个东西刚好跟他的年纪有关
[4498.98-4502.62] 对就是金融科技我们大概发展了四年
[4502.62-4504.06] 对然后富士多兰最老
[4504.06-4506.02] 他就是大网子第一次
[4506.02-4507.38] 对然后三成
[4507.38-4509.50] 然后接下来发展金融科技五成
[4509.50-4511.50] 然后系列端子我们最近才发展了
[4511.50-4512.46] 对七成
[4512.46-4514.02] 所以其实这个Vicomax
[4514.02-4516.26] 也来自于我们共用一个服务器
[4516.26-4518.42] 然后我想把这件事情往后发现什么
[4518.42-4519.46] 就是
[4520.46-4522.62] 在一天想他要出一个新的公司的时候
[4522.62-4525.66] 他会A1就想说不要在全世界用
[4525.66-4528.22] 所以发挥我们很多的架构是非常多的
[4528.22-4529.74] 所以别说你要一到一个国家
[4529.74-4532.30] 你这些都能来自于我们企业的大企业所发展
[4532.30-4533.82] 因为我们从A1我们刚才很小的时候
[4533.82-4535.22] 三个月的年龄
[4535.22-4537.02] 我们从你刚才讲的上
[4537.02-4540.26] 我们就觉得我们上个月还要选全世界都别用
[4540.26-4542.06] 就你从A1的时候
[4542.06-4543.30] 我们在施放的服务
[4543.30-4545.34] 我们就觉得我们必须要把我们服务
[4545.34-4547.30] 我们海外的数字给了别的机会
[4547.30-4550.34] 是当初设计商里面一个充当的元素
[4550.46-4552.54] 我们把我们服务我们海外数字的时候
[4552.54-4556.14] 你会发现我们的编辑成本其实是很低的
[4556.14-4557.38] 像现在在泰国
[4557.38-4558.78] 整个泰国的员工
[4558.78-4560.98] 可能会有什么开发人力
[4560.98-4562.34] 可能就有两批
[4562.34-4563.98] 也就是商业开发者
[4563.98-4565.22] 然后还有就是行销
[4565.22-4567.22] 因为你要去当地去做沟通
[4567.22-4569.82] 我们也有请一批这些员工
[4569.82-4572.46] 在泰国都是在打车到南亚
[4572.46-4573.42] 我就分享一下
[4573.42-4574.94] 刚刚讲我们在泰国
[4574.94-4576.46] 我们在曼谷现在都有一点高
[4576.46-4578.46] 现在开始二三线的市中
[4578.46-4579.62] 然后我们在曼谷
[4579.62-4580.42] 我们在泰国
[4580.46-4583.62] 现在的市占率应该用
[4583.62-4588.10] 其实大概是所有人口的1%而已
[4588.10-4591.22] 所以你想象泰国的佣金超过台湾的
[4591.22-4592.70] 可是他在当地的
[4592.70-4594.90] 也只有1%
[4594.90-4596.10] 还有7000万人
[4596.10-4598.06] 所以你觉得他还可以往上升
[4598.06-4599.86] 对像台湾是1%
[4599.86-4601.70] 对我觉得他至少在泰国
[4601.70-4603.26] 我觉得还有两三倍是达到我们的
[4603.26-4604.66] 对然后再来讲
[4604.66-4605.86] 我们在泰国
[4605.86-4607.74] 因为我们把打车
[4607.74-4608.42] 就刚刚讲
[4608.42-4609.90] 我们从连续营运动来
[4609.90-4610.42] 是什么
[4610.42-4611.82] 其实当你到那个地方
[4611.82-4612.98] 实际上在运动做的时候
[4612.98-4614.86] 你会发现他们人口是有动的
[4614.86-4617.70] 他们很多文化营运是相当的
[4617.70-4620.30] 所以我们就用泰国去做练习
[4620.30-4621.14] 所以先可以看到
[4621.14-4622.10] 就是包括刚刚讲的
[4622.10-4623.02] 我们可以去习待一下
[4623.02-4624.70] 地下人在菲律宾的发展
[4624.70-4626.10] 我们在整个东南
[4626.10-4627.34] 我们在这个半岛上面
[4627.34-4629.02] 也不是只有做菲律宾
[4629.02-4630.62] 我们包括来到做马来西亚
[4630.62-4632.50] 甚至现在可以看左边一些人
[4632.50-4633.74] 比较大的国家
[4633.74-4635.26] 可是等我们稍微的成绩
[4635.26-4636.74] 再来做一个大展览上
[4638.30-4639.18] 好谢谢
[4639.18-4640.02] 另外
[4640.42-4642.14] 在其实也是投资人
[4642.14-4644.74] 但是我记得我很少会喜欢这个东西
[4644.74-4645.94] 因为第一个是
[4645.94-4648.14] 我们在金融科技方面
[4648.14-4650.26] 第一个我们的代数结合
[4650.26-4652.18] 我们已经很默默的
[4652.18-4653.50] 变成全台湾的第一个
[4653.50-4655.98] 我们现在在进入所谓曲奇的时候
[4655.98-4658.46] 投资人也大概都知道曲奇
[4658.46-4660.54] 可能是我们未来margin
[4660.54-4662.54] 最高的一个生意之一
[4662.54-4664.02] 但是会不会稍微请
[4664.02-4666.06] 这个外交人员跟大家解释一下
[4666.06-4668.54] 投资人要怎么来看曲奇这个生意
[4668.54-4670.30] 从外部还有我们曲奇
[4670.30-4671.42] 这个生意
[4671.42-4673.74] 然后未来的发展的状况
[4673.74-4676.26] 大家是否可以投资一点
[4676.26-4677.30] 给大家讲
[4679.18-4681.26] 先就是按照刚刚Jeff的逻辑
[4681.26-4682.34] 就是我们做局
[4682.34-4684.18] 你为什么可以那么快速的成长
[4684.18-4685.54] 结果刚刚简报大家有提到
[4685.54-4687.54] 我们都是在这个通讯源上面的
[4687.54-4689.62] 核心能力去振造
[4689.62-4691.78] 第一个是我们的流量有
[4691.78-4692.86] Ruda Cash
[4692.86-4694.30] 这个三四代位的用户
[4694.30-4695.70] 就倒流过来
[4695.70-4698.22] 然后有原本就我们自己核心的风控模组
[4698.22-4699.22] 所以
[4700.30-4701.66] 我们在做
[4701.66-4704.22] 尤其在这样的一个平台的一个市场
[4704.22-4705.18] 在台湾市场
[4705.18-4707.06] 我们个人认为我们要重点是
[4707.06-4711.26] 未必是把流量一直无限制的放大
[4711.26-4713.46] 而是怎么样让R布置把它提高
[4713.46-4715.98] 所以我们会做这样垂直上的应用
[4715.98-4718.90] 我们要想办法把我们的Ruda Cash的
[4718.90-4721.98] 这个每一个进来的traffic的
[4721.98-4723.70] 获利把它往上拉
[4723.70-4728.22] 然后就站在马车的一个
[4728.22-4729.90] 成立跟未来的发展
[4730.30-4733.70] 然后我们也看到这个GD其实是一个
[4733.70-4738.14] 虽然大家都初步在看这样的商业模式的时候
[4738.14-4741.22] 他会觉得说这个适合在台湾这样市场
[4741.22-4743.54] 因为台湾好像相对这个on the bank
[4743.54-4744.26] on the bank
[4744.26-4745.98] 跟on bank的人口多
[4745.98-4748.66] 但是我们发现我们从其中
[4748.66-4751.62] 也是从这样的一个诈骗的这样的一个过程中
[4751.62-4754.38] 我们发现这样的一个市场的一个需求
[4754.38-4756.22] 还有这个Ruda Cash也是一样
[4756.22-4758.42] 第一个就是说这个
[4760.30-4762.50] 新新的年轻人
[4762.50-4766.22] 他在在在使用各种不同的时机
[4766.22-4768.14] 住行娱乐服务的时候
[4768.14-4772.46] 已经很习惯就是用手机app完成所有事情
[4772.46-4774.82] 所以金融服务也也不例外
[4774.82-4778.54] 所以第一个就是Ruda Cash跟这个995发展的
[4778.54-4781.18] 就是新生新生代的这个新generation
[4781.18-4785.22] 他对金融服务的一个想象跟跟需求
[4785.22-4789.66] 所以我们更重要的是我们怎么样提供好的体验跟客户
[4789.66-4791.90] 那这就回到我们的核心技能之一
[4791.90-4795.06] 我们很会做这个consumer facing的发展
[4795.06-4797.86] 然后再来就是说
[4797.86-4802.26] 再来是我们也找到一个很适当的这个利益的出发点
[4802.26-4808.54] 我们做的是所谓的非常小额的这个10万元以内的这种旧基金
[4808.54-4812.66] 那这样的一个市场通常不是传统金融机构
[4812.66-4814.86] 他特别重视的领域
[4814.86-4817.62] 但是我们发现其实这这样的一个旧基金
[4817.62-4819.50] 对这些这些啊
[4819.50-4822.10] 这个这个年轻人其实是不是会有需要
[4822.10-4825.58] 他今天如果不想有一些急需或者是碰到诈骗的话
[4825.58-4829.62] 他可以用这样的平台去很快的找到他需要的那些钱
[4829.62-4830.14] 然后
[4834.26-4837.74] 对那除了刚刚所说的年轻人
[4837.74-4843.86] 这个团队也发现到说还蛮大一部分是军工教跟白链接机来接
[4843.86-4846.58] 但是对我们来说也是还蛮还蛮意外的
[4846.58-4848.38] 而且都在钱还款了
[4849.50-4852.70] 但是我们也有做很多大量的一个focus
[4852.70-4855.26] 我才发现说银行在10万块以下
[4855.26-4859.14] 他们是没有办法去借款给他们
[4859.14-4862.10] 那导致很容易就接触到诈骗
[4862.10-4864.10] 所以对我们来说这是一个机会
[4864.10-4865.94] 那用这样的方式
[4865.94-4869.54] 我们小量尝试去做这样子的一个服务
[4869.54-4873.22] 那可以看到刚刚一开始所说的三个关键
[4873.22-4874.26] 一个是流量
[4874.26-4877.94] 所以从代数流量他成本效率是很低
[4877.94-4879.34] 那是效率是好
[4879.34-4880.46] 成本很低
