[0.00-29.98] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[30.00-32.00] 我总是守护你的安全
[4402.04-4402.80] 貢獻來源
[4403.06-4404.60] 那我們持續在這部分也
[4405.36-4406.90] 持續強化我們的技術能力
[4407.16-4408.44] 做好技術的儲備
[4409.46-4411.26] 確保我們在市場的領先地位
[4412.78-4413.56] 這個部分
[4414.84-4417.90] 今年預計會有一些新的技術的開發
[4418.16-4419.44] 正在跟我們的客戶做
[4421.74-4422.78] 適量產的準備
[4424.06-4430.20] 那在功率的部分除了傳統在台亞集團在台亞本身的PowerMOS跟Linux
[4430.50-4431.52] Dial之外
[4432.04-4434.34] 近兩年就是剛提到的我們
[4434.86-4435.62] 積極的
[4436.38-4437.16] 想要打入
[4438.18-4440.48] 寬能性化合物半導體這個市場
[4440.74-4441.26] 所以
[4441.50-4444.32] 有冠亞的GAN以及GIA的SILICON Carbide
[4444.84-4447.40] 這部分待會特別是在GIA的部分
[4447.66-4449.44] GIA的網總會給各位更
[4449.70-4450.72] 詳細的介紹
[4450.98-4454.06] 以上是台亞集團的目前針對
[4454.56-4457.90] 發射元件感測跟功率元件的技術藍圖
[4460.50-4464.86] 接下來是
[4465.10-4467.66] 我想很多投資朋友跟
[4468.44-4472.54] 社會大眾比較關心台亞集團未來發展的方向之一
[4473.30-4473.82] 也就是
[4474.06-4474.84] 這個
[4475.10-4476.62] 中文名稱有點繞口
[4476.88-4478.94] 所以我先講一遍中文名稱
[4479.18-4479.96] 非
[4480.22-4484.06] 侵入式連續血糖監測我們簡單叫做
[4484.30-4485.08] NICGM
[4485.34-4486.62] Non-invasive
[4486.86-4487.64] Continuous
[4487.90-4488.40] Growth Costs
[4488.66-4489.18] Monitoring
[4489.68-4490.46] 那NICGM
[4490.76-4492.04] 是我們在
[4492.80-4493.58] 深耕的
[4493.82-4497.42] 感測跟功率跟這個發射元件多年之後
[4497.92-4499.46] 這是一個大型的
[4499.72-4504.06] 我想是一個大型集團資源整合的一個
[4504.32-4504.84] 項目
[4505.60-4509.44] 如同在這個投影片下面看到的這個專案計劃
[4509.70-4510.46] 非
[4511.50-4513.54] 非侵入式連續血糖監測的這個
[4513.80-4514.56] 這個專案
[4514.82-4517.12] 其實是匯集了集團垂直的
[4517.38-4518.92] 資源整合包括台亞
[4519.18-4520.20] 本身生產
[4520.50-4521.02] 超敏
[4522.30-4523.06] 超敏
[4526.64-4527.16] Hybrid
[4527.42-4528.70] 複合式超敏
[4528.94-4529.72] 二極體
[4529.98-4530.74] 晶片模組
[4531.00-4532.54] 這是台亞的強項
[4532.78-4534.06] 另外再整合了
[4534.84-4536.62] 新亞視覺的系統整合
[4537.40-4540.46] 再整合了剛剛荷亞的AI檢測
[4540.72-4542.00] 跟演算法的部分
[4542.26-4543.02] 所以這是一個
[4543.28-4543.54] 系
[4543.80-4544.56] 一個
[4545.58-4547.12] 集團內資源整合的一個
[4547.64-4548.66] 大型的專案
[4548.92-4550.46] 同時我們也橫向展開
[4550.76-4552.30] 有
[4552.54-4553.06] 台北
[4553.32-4554.34] 台北醫學大學
[4554.60-4555.10] 北醫
[4555.62-4556.38] 跟附屬醫院
[4556.64-4561.00] 跟我們合作加入這個計劃還有一個健康監測的系統廠商我們合作
[4561.26-4562.54] 在去年的10月份
[4563.56-4565.86] 經過經濟部的審查
[4566.12-4566.88] 我們也得到了
[4567.14-4569.70] 就如同新聞稿上面看到的我們也得到政府
[4569.96-4570.72] 9500萬的補助
[4571.50-4573.54] 那整個是一個3億的
[4574.06-4574.56] 的
[4575.08-4575.58] 專案
[4576.36-4577.64] 那這邊有兩個主軸
[4578.14-4579.42] 細節的部分我不
[4579.42-4580.20] 我不go through
[4580.20-4581.48] 但是他基本上
[4581.74-4583.02] 最終目標是要
[4583.52-4584.56] 提供高
[4585.06-4585.84] 精密度
[4586.08-4587.62] 高精度醫療級的
[4588.14-4590.70] 非侵入式血糖偵測的一個
[4590.96-4591.72] 一個裝置
[4592.24-4593.26] 的
[4593.52-4594.02] 裝置
[4594.28-4595.82] 最終希望能夠得到
[4596.08-4597.36] 美國FDA的認證
[4597.60-4601.44] 那這部分待會會有細節的一些重要的Milestone我在做說明
[4602.22-4604.52] 那也就藉由這樣子自主
[4605.28-4606.06] 開發的
[4606.56-4607.08] 技術
[4607.60-4609.64] 我們希望能夠搭配現有的
[4610.20-4611.48] 我們的客戶
[4612.24-4614.56] 特別是傳代客戶把它用在3C的
[4614.80-4616.34] 實時的健康監測上面
[4620.70-4621.72] 這一頁
[4621.98-4624.02] 可能有點細不過我基本上講三個
[4624.54-4625.56] 主要不同的階段
[4625.82-4627.36] 首先在今年的4月底
[4628.38-4631.96] 今年4月底是第一階段我們的A平台會完成
[4632.22-4636.56] 那A平台做什麼事情A平台基本上是在建立建構這整個模組
[4636.82-4638.62] 同時做細部的訊號的校正
[4639.38-4639.90] 那到了
[4640.20-4640.96] 6月份
[4641.48-4642.00] 會
[4642.50-4644.04] 完成B平台的建構
[4644.30-4647.36] B平台是在A平台基礎上持續做優化
[4647.62-4651.46] 把血糖監測的範圍從100到150
[4651.98-4652.74] 毫克
[4653.00-4655.04] 每100毫升的葡萄糖含量
[4655.30-4657.36] 擴大偵測範圍到80
[4657.60-4658.38] 到200
[4658.88-4660.16] 把整個監測範圍
[4660.42-4661.96] 血糖監測範圍給擴大
[4662.48-4662.98] 那
[4663.24-4665.54] 最終目標整個Aplus計畫
[4665.80-4667.34] 在明年的第二季
[4667.60-4668.62] 結束之前
[4668.88-4669.90] 我們會完成
[4670.20-4671.74] 除了剛講的
[4672.00-4675.84] 監測血糖範圍從80到200另外會把MACD
[4676.08-4677.12] MARD
[4677.62-4678.14] 從
[4678.40-4679.68] 目前BaseNight的
[4679.92-4682.48] 20%降低到15%它是一個精度
[4683.00-4685.30] 精度跟清入式血糖的這個
[4685.82-4686.84] 這個精度的一個比較
[4687.10-4689.66] 我們會把它降到15%15%基本上
[4689.92-4691.20] 已經可以到醫療級
[4691.96-4692.98] 所以這是我們
[4693.24-4694.78] 最終這個產品的
[4695.28-4697.08] 未來那當然也希望
[4697.34-4699.64] 這個部分能夠在未來幾年內
[4700.20-4702.50] 逐漸的對台亞集團的營收做出貢獻
[4703.52-4704.30] 以上是
[4704.56-4706.08] 台亞集團的報告
[4708.40-4712.74] 好謝謝謝謝我們蔡總經理詳細的一個分享
[4713.00-4716.58] 那接下來也就是我們台亞集團的一個Q&A時間
[4716.84-4721.96] 歡迎各位有任何相關的問題都可以把握機會向我們的蔡總經理提出
[4722.22-4722.72] 謝謝
[4726.06-4729.90] 如果各位投資先進有任何的相關問題的話也歡迎以舉手
[4730.20-4732.00] 的方式來進行提問來我們
[4732.24-4735.32] 第二排後方的這位投資先進有請
[4739.92-4740.70] 總經理你好
[4740.96-4744.28] 我這邊有幾兩個問題想請教那個台亞這邊的總經理
[4744.54-4748.64] 那剛剛有說台亞的非清入式的血糖檢測開發計劃
[4748.88-4750.68] 目前公司有沒有預計何時會對
[4750.94-4752.72] 去向FDA去做申請
[4753.24-4757.84] 那剛剛有說會貢獻營收在未來幾年內有大概一個
[4758.10-4759.12] 的時程嗎
[4759.38-4760.16] 那第二個問題是
[4760.46-4763.02] 前陣子新聞有報導說
[4763.28-4765.32] 蘋果推廣的AI的醫生服務
[4765.58-4767.12] 那台亞這邊是不是
[4767.36-4768.40] 會有因此受惠
[4768.90-4771.98] 那公司這邊有預計台亞的營收會有多少的貢獻嗎
[4772.24-4772.74] 那以上
[4773.52-4774.28] 首先
[4774.80-4776.58] 謝謝這位朋友的提問
[4777.10-4781.44] 首先針對第一個問題我大概說明一下整個非清入式
[4781.70-4783.24] 連續血糖偵測的這個
[4783.76-4784.52] 一些進展
[4784.78-4786.82] 目前我們其實剛剛看到的
[4787.08-4788.36] 也如同剛剛
[4788.62-4790.16] 剛剛董事長在隔壁
[4790.46-4790.96] 的
[4791.22-4792.24] 記者聯訪所提到的
[4792.50-4796.34] 今年大概下半年其實從6月份開始我們就會大量的
[4796.60-4798.90] 在北醫的附屬醫院做
[4799.42-4800.18] 臨床實驗
[4800.70-4803.26] 到時候北醫會發表一些期刊論文
[4803.52-4804.28] Nature雜誌
[4804.54-4806.58] 很重要的醫學的期刊
[4806.84-4807.36] 那
[4807.60-4809.66] 專利的部分當然台亞會擁有這個專利
[4810.42-4813.50] 那這個是我們整個project下來台亞
[4813.76-4814.26] 第一個
[4814.52-4815.54] 會擁有的
[4815.80-4816.32] 這個know how
[4816.82-4818.36] 那接下來在
[4818.88-4819.90] 量產的部分
[4820.20-4821.22] FDA的認證
[4821.48-4822.50] 根據剛剛
[4823.02-4823.78] 的投影片
[4824.04-4825.58] 其實應該落在今年
[4826.08-4827.88] 明年的年中之前
[4828.14-4829.68] 或者年底我們會像
[4830.18-4834.80] 等到我們MRD可以做到15%或者甚至更低的時候應該會向FDA
[4835.04-4835.56] 提出申請
[4835.82-4837.86] 這個大概是在落在明年下半年
[4838.38-4843.50] 那另外在營收的部分其實報章雜誌在之前有揭露
[4844.00-4846.32] 說可能跟某家客廳的
[4846.56-4847.60] 客戶有這個
[4847.84-4849.38] AI醫生的這個
[4849.64-4850.16] 這個合作行為
[4850.46-4850.96] 這個項目
[4851.22-4852.76] 這邊不方便對個別的客戶
[4853.78-4854.30] 提出comment
[4854.56-4857.62] 但是台亞基本上我剛介紹的我們用這個技術
[4857.88-4858.64] 那我們是
[4859.16-4859.68] 會跟
[4860.18-4861.72] 現有的跟未來的
[4861.98-4862.48] 廠商
[4862.74-4864.02] 都會有這個合作的機會
[4864.28-4866.58] 那營收的部分現在比較難估算
[4867.36-4868.64] 因為整個project
[4868.88-4869.40] 目前
[4869.66-4872.48] 看到初步的成功但是還沒有完成正式量產
[4872.72-4873.24] 不過
[4873.76-4875.80] 如果稍後有一些比較具體的
[4876.06-4878.62] 營收的展望或估算我們會在
[4879.12-4879.90] 下次有機會的時候
[4880.20-4881.22] 再去做一些媒體朋友報告
[4882.50-4886.60] 好謝謝蔡總經理的一個回覆也謝謝投資先進的提問
[4886.86-4890.44] 那現場還有其他投資先進有任何的相關問題嗎
[4894.80-4900.94] 沒有的話在這邊也一起掌聲謝謝蔡總經理精彩的一個分享也請稍作休息
[4901.20-4907.34] 那接下來我們邀請到的是台亞集團未來的小金雞基亞半導體王培仁總經理
[4907.84-4910.16] 來為我們一起分享未來的營運
[4910.46-4912.50] 展望掌聲有請王總的分享
[4913.02-4913.52] 歡迎
[4918.14-4919.68] 首先感謝這個
[4919.92-4920.96] 投資先進
[4921.20-4921.72] 各位媒體
[4922.24-4923.00] 各位長官
[4923.26-4923.76] 利盈
[4924.02-4926.08] 這裡跟我們做指導
[4926.84-4927.36] 那
[4928.12-4930.42] 基亞半導體從去年
[4930.68-4931.70] 7月開始量產
[4931.96-4932.48] 以來
[4932.72-4933.50] 然後
[4934.00-4934.78] 到現在
[4935.54-4936.32] 經歷了
[4936.56-4937.08] 9個月
[4937.60-4938.88] 跟各位
[4939.12-4940.16] 報告一下我們
[4940.46-4941.48] 這個9個月
[4941.74-4943.02] 進展狀況
[4943.28-4943.78] 以及
[4944.04-4945.84] 在短期跟中期我們的
[4946.34-4947.36] 營運的策略
[4950.70-4951.72] 首先是
[4951.98-4954.02] 我會跟大家更新一下
[4954.28-4955.56] 我們在
[4955.82-4956.58] 應用市場
[4957.10-4957.60] 的
[4958.12-4958.64] 展望
[4958.88-4959.92] 以及我們在
[4960.16-4961.20] 市場的機會
[4961.96-4962.72] 以及
[4962.98-4963.76] 在
[4964.00-4965.54] 我們為這些
[4965.80-4966.32] 應用
[4966.82-4967.60] 所做的準備
[4968.36-4969.38] 其次是
[4969.64-4970.16] 根據
[4970.46-4972.24] 我們目前的
[4972.50-4974.30] 科物拓展
[4975.06-4975.84] 的思維
[4976.60-4978.14] 以及我們在
[4978.64-4979.92] 我們驗證的
[4980.18-4980.96] 目前的計劃
[4981.72-4982.74] 跟狀況
[4983.00-4983.76] 最後
[4984.02-4985.82] 會跟大家提一下
[4986.08-4987.86] 我們在盈利增長的
[4988.12-4989.92] 我們所採取的策略
[4990.16-4990.68] 做法
[4993.76-4994.78] 首先在
[4995.04-4996.56] 2020年的時候
[4996.82-4997.60] 因為
[4998.10-4999.38] 特斯拉的
[5000.46-5001.22] 電動汽車
[5001.48-5002.24] 搭載了
[5002.76-5004.04] 碳化矽的芯片
[5004.56-5005.06] 所以
[5005.32-5006.86] 達到了我們在
[5007.36-5008.90] 續航力能夠號稱
[5009.16-5010.18] 600公里的
[5010.44-5011.72] 續航力情況底下
[5012.24-5013.26] 引爆了第一波
[5013.76-5015.30] 因為電動汽車
[5015.82-5017.10] 所造成的
[5017.36-5018.64] 碳化矽的
[5018.88-5019.66] 需求
[5020.16-5020.68] 的
[5021.70-5022.22] 引爆
[5023.24-5023.76] 第二波
[5024.26-5026.82] 在2022年因為
[5027.08-5028.10] 吳爾戰爭
[5028.36-5029.38] 所引發的
[5029.38-5030.92] 世界的
[5031.94-5032.70] 能源的
[5033.22-5033.98] 危機
[5034.50-5036.54] 再加上因為碳化矽
[5037.58-5038.08] 對
[5038.34-5040.90] 所謂的電池的效率部分的話呢
[5041.16-5042.44] 有很大的提升
[5042.70-5043.20] 所以
[5043.46-5044.48] 引爆了第二波
[5044.74-5045.26] 關於
[5045.50-5047.30] 太陽能跟儲能的
[5047.56-5048.32] 需求的
[5049.86-5050.38] 提升
[5051.66-5052.42] 第三波
[5053.18-5053.96] 在去年
[5054.46-5055.50] 因為所謂的
[5056.26-5058.30] 輝達的EI晶片
[5059.38-5061.68] 它的需求
[5062.20-5063.74] 暴增加上
[5063.98-5065.26] 去年8月
[5065.52-5066.80] 以來部分的話呢
[5067.06-5067.82] 中國
[5068.08-5071.16] 有在所謂的白色家電部分的話
[5071.42-5072.70] 鼓勵GNN產品
[5073.98-5076.28] 獎勵所謂的太舊換新
[5076.54-5078.06] 所引爆的第三波
[5078.84-5080.62] 在今年的部分的話呢
[5080.88-5081.90] 我們
[5082.16-5082.94] 有陸續
[5083.44-5085.24] 跟客戶有談到
[5085.74-5087.54] 在由於無人機的
[5088.06-5089.34] 大規模的
[5089.64-5090.66] 使用部分的話呢
[5091.18-5091.68] 所以
[5092.20-5092.96] 接下來的
[5093.22-5093.74] 一波
[5094.24-5096.04] 因為無人機引發的
[5096.54-5097.82] 地空經濟部分的話呢
[5098.08-5098.60] 會
[5099.10-5099.88] 造成
[5100.14-5101.16] 另一波的需求潮
[5105.50-5107.04] 這個部分是屬於
[5107.56-5108.06] 在
[5108.32-5110.38] 我們根據客戶
[5110.88-5112.42] 在應用市場上面
[5112.94-5114.22] 所的需求的
[5114.46-5115.24] 應用部分
[5115.74-5116.52] 然後跟
[5116.78-5117.54] 客戶
[5117.80-5118.82] 一起制定
[5118.82-5119.84] 接下來
[5120.10-5122.66] 我們會推出市場上
[5122.92-5124.46] 在今年的
[5124.70-5126.24] 客戶送樣的產品
[5127.52-5128.54] 從去年的
[5128.80-5130.60] 7顆呢我們今年會
[5130.86-5132.14] 大幅增長到
[5132.38-5133.92] 超過30顆的產品
[5134.44-5134.94] 那
[5135.20-5135.98] 裡面的規格
[5136.22-5137.00] 涵蓋了
[5137.26-5138.28] 從650伏
[5138.54-5139.82] 到1700伏
[5140.32-5140.84] 那
[5141.10-5142.38] 裡面的應用呢
[5142.62-5143.14] 從
[5144.16-5144.94] 消費
[5145.18-5146.98] 的電競的電腦
[5147.50-5148.00] 部分
[5148.26-5148.78] 到
[5149.08-5150.36] 我們的AI SERVO
[5151.12-5151.64] 然後
[5152.14-5153.94] 白色節能家電的部分
[5154.20-5155.22] 以及到
[5155.48-5156.76] 我們公控的
[5157.02-5158.04] 儲能太陽能
[5158.30-5159.58] 當然也包含了
[5159.82-5162.14] 我們在電動汽車上面
[5162.38-5163.16] 所有的
[5163.92-5165.20] 碳化矽的應用
[5170.58-5171.60] 在所謂的
[5172.38-5173.40] 客戶
[5173.90-5174.68] 推廣的
[5175.18-5176.46] 思維部分的話呢
[5177.24-5178.00] 基本上
[5178.26-5180.04] GIA一直是秉持著
[5180.30-5180.82] 所謂
[5181.32-5182.86] 以客戶為本
[5183.88-5185.16] 以推出
[5185.68-5187.98] 一站式服務來服務我們的客戶
[5188.24-5189.26] 所以GIA
[5189.52-5191.82] 早就已經跳脫了傳統的
[5192.08-5193.10] 晶圓代工
[5193.36-5194.90] 以晶圓銷售的模式
[5195.66-5197.20] 那我們
[5197.46-5198.74] 結合了我們下游的
[5199.24-5199.76] 風車廠
[5200.28-5201.80] 甚至我們的
[5202.58-5203.08] 模塊廠
[5203.60-5204.36] 塑風模塊廠
[5204.88-5207.18] 能夠讓我們的客戶
[5207.18-5208.20] 的觸角
[5208.46-5209.74] 能夠多元化
[5210.00-5211.78] 從Design House
[5212.30-5213.06] IDM
[5213.58-5214.34] 擴展到了
[5214.60-5215.38] 我們可以
[5215.88-5217.42] 接觸到我們所謂的
[5217.94-5219.22] 中大功率的
[5221.78-5223.06] 功率的模組廠
[5223.82-5224.58] 甚至
[5225.10-5226.64] 在未來我們會
[5226.90-5228.68] 可以直接跟我們的
[5228.94-5230.98] 系統廠商包含了
[5231.76-5232.52] 工業
[5232.78-5233.54] 功率的
[5234.06-5235.60] 這個供應商
[5236.10-5237.14] 以及伺服器
[5237.44-5239.74] 以及我們的
[5240.00-5240.76] 新能源的
[5241.54-5242.30] 終端系統
[5243.32-5244.60] 的供應商
[5244.86-5245.38] 所以
[5246.14-5247.16] 多元化的
[5247.42-5247.94] 客戶
[5248.44-5249.46] 的部分的話呢
[5249.98-5251.00] 是我們
[5251.52-5252.54] 已經在開始
[5252.80-5253.82] 佈局的策略
[5257.40-5258.94] 在今年的部分的話
[5259.46-5260.22] 我們
[5260.74-5262.78] 初步已經完成了
[5263.04-5265.60] 大概從650伏到
[5265.86-5266.88] 1700伏
[5267.18-5268.20] 初步的
[5268.46-5270.26] 可靠度的驗證部分
[5270.50-5271.78] 但我們今年
[5272.04-5273.32] 首推的話是
[5273.58-5275.62] 在我們全系列產品
[5275.88-5277.94] 從650伏到1700伏
[5278.44-5280.50] 我們能夠讓我們的所有產品
[5280.74-5282.28] 能夠完成所謂的
[5282.80-5284.08] 車規級的
[5284.58-5285.62] 可靠度的驗證
[5286.12-5287.66] 能夠讓我們的客戶
[5288.68-5289.46] 拿出來
[5290.48-5291.50] 提供出
[5291.76-5293.30] 在市場上具有
[5293.54-5294.32] 品質
[5294.58-5295.60] 競爭力的產品
[5297.18-5300.00] 當然接下來我們
[5300.76-5301.78] 三年的
[5302.04-5304.60] 國際標準認證部分的話呢
[5304.86-5305.88] 也已經
[5306.14-5307.16] 在佈局當中
[5307.42-5308.18] 會完成
[5308.44-5309.46] 一一完成我們
[5309.98-5311.26] 國際標準的認證
[5314.08-5314.84] 接下來
[5315.36-5316.64] 我們目前
[5316.90-5317.66] 有一些
[5318.18-5319.70] 正在跟我們的
[5320.22-5323.54] 客戶在產品救助方面部分的話呢
[5324.06-5324.82] 有一些
[5325.08-5326.36] 策略的合作部分
[5326.36-5327.90] 目前有一家
[5328.40-5329.44] 美國的
[5329.94-5331.74] IDM的公司部分的話呢
[5332.24-5333.52] 我們會協助他們
[5333.78-5335.32] 在所謂的
[5337.12-5338.64] 車規級的產品部分的話呢
[5339.16-5340.44] 能夠利用
[5340.70-5341.46] GIA平台
[5341.72-5342.48] 為他們製造
[5343.00-5344.28] 另外有一家
[5344.80-5346.32] 會在
[5346.58-5348.12] 印度落地的
[5348.64-5350.16] 碳化矽的
[5350.42-5351.70] 生產線部分的話呢
[5352.22-5352.98] 會跟
[5354.26-5356.06] GIA做全面的合作
[5356.36-5359.44] 與此同時我們會藉由我們的客戶
[5359.94-5360.46] 去
[5360.72-5361.48] 反向
[5362.00-5362.50] 推廣
[5362.76-5363.78] 我們在
[5364.04-5364.80] 歐美的市場
[5365.58-5366.34] 印度市場
[5366.86-5368.14] 以及我們現在
[5368.64-5370.18] 已經在佈局的
[5370.44-5372.24] 在非紅供應鏈
[5372.48-5373.26] 東南亞
[5373.76-5374.28] 日
[5374.54-5375.04] 韓
[5375.82-5376.58] 以及東協的
[5376.84-5377.36] 市場
[5381.20-5382.22] 最後提到
[5382.48-5383.76] 盈利增長的部分
[5384.00-5384.78] 那
[5385.04-5386.32] 分了三個面向部分
[5386.62-5388.16] 我們目前在
[5388.66-5389.68] 普遍的
[5390.46-5391.48] 中功率的
[5392.00-5393.28] 產品部分的話呢
[5393.52-5394.30] 我們的
[5394.56-5395.32] 品質良率
[5395.58-5396.86] 已經達到
[5397.12-5398.14] 96%
[5398.40-5399.92] 今年目標99%
[5400.44-5400.96] 在
[5401.20-5401.98] 所謂的
[5402.74-5403.52] 大功率的
[5403.76-5405.04] 產品線部分的話呢
[5405.30-5407.10] 目前我們已經達到
[5407.36-5408.12] 90%
[5408.64-5409.40] 今年目標
[5409.66-5410.68] 95%
[5411.20-5411.96] 另外一個部分
[5412.72-5413.50] 是我們的
[5414.00-5414.52] 在
[5415.54-5416.32] 高壓
[5416.62-5417.64] 大電流
[5417.90-5419.18] 大功率的部分的
[5419.68-5420.72] 產品線的佈局
[5420.96-5421.48] 會加速
[5422.50-5423.52] 另外我們在
[5423.78-5424.80] 最後一塊是
[5425.06-5426.08] 我們會在
[5426.34-5428.40] 一年到一年半之間的話
[5428.64-5429.92] 加速我們的
[5430.70-5431.46] 產品的
[5431.72-5433.00] 迭代更新部分
[5433.26-5435.04] 每一代產品部分的話
[5435.30-5436.08] 大概會
[5436.32-5438.12] 提升我們的裸金的數量
[5438.64-5439.92] 25%到30%
[5440.42-5441.70] 也會降低了
[5442.48-5442.98] 裸金
[5443.50-5444.52] 的成本
[5445.28-5446.32] 以及提升
[5446.62-5447.64] 每片晶圓的
[5447.90-5448.66] 獲利能力
[5452.76-5453.28] 最後
[5453.78-5454.80] PSC
[5455.06-5456.08] 不只是
[5456.34-5456.86] 我們
[5457.12-5458.40] 基亞半導體的
[5458.64-5459.68] 英文的簡稱
[5460.44-5460.96] 我們
[5461.46-5462.74] 一直秉持的
[5463.26-5463.76] 希望
[5464.02-5465.30] 對我們客戶來說
[5465.56-5467.10] 我們就是一個
[5467.86-5469.14] 先進功率
[5469.92-5471.20] 服務合作的
[5471.44-5471.96] Partner
[5472.48-5475.04] 那這個就是我們一直秉持的信念
[5475.80-5476.32] 以上就是
[5476.62-5477.90] 基亞半導體的報告
[5478.66-5479.18] 謝謝
[5479.44-5484.04] 謝謝謝謝王總經理的一個分享那也請總經理稍先留步
[5484.30-5490.44] 現場的各位投資先進對於我們總經理的一個分享有任何的問題或是對於我們基亞公司
[5490.70-5491.46] 有任何問題
[5491.72-5493.76] 都可以以舉手的方式來進行
[5494.02-5494.54] 提問
[5498.38-5504.78] 我們有請第2排中間這位綠色衣服的投資先進帶著眼鏡的這位
[5505.28-5506.32] 好有請
[5506.62-5507.38] 總經理好
[5507.64-5508.40] 總經理好
[5508.66-5509.44] 總經理好
[5509.68-5510.46] 總經理好
[5510.72-5511.22] 那個
[5511.48-5515.32] 想要請教一下目前基亞的大概月產能大概是多少
[5515.84-5517.62] 那預計大概是怎樣是可以
[5517.88-5518.40] 損失的樣品
[5518.64-5519.16] 謝謝
[5520.18-5521.98] 感謝這位
[5522.48-5523.26] 朋友的
[5523.52-5524.02] 提問
[5524.54-5526.08] 那基本上
[5526.32-5527.10] 目前
[5527.60-5529.14] 基亞半導體的
[5529.66-5531.20] 綜合月產能是
[5531.44-5532.22] 每個月
[5532.48-5534.26] 2300片
[5535.28-5536.32] 是針對
[5536.62-5537.90] 我們的
[5538.16-5539.44] VDMOS的產能
[5539.94-5540.72] 那
[5540.96-5542.00] 我們的
[5542.24-5543.02] 目前
[5543.28-5545.32] 今年的話已經
[5545.58-5547.12] 跟我們的客戶
[5547.36-5548.90] 已經佈局好
[5549.16-5549.92] 我們所需要
[5550.18-5550.96] 驗證的
[5551.20-5551.72] 產品
[5551.98-5552.74] 的時間點
[5553.26-5554.02] 那
[5554.28-5555.30] 這個需要點時間
[5555.82-5556.58] 去得到
[5557.10-5557.86] 客戶在
[5558.12-5559.40] 終端產品的驗證
[5559.92-5561.70] 也需要過安規的
[5561.96-5562.48] 驗證
[5562.98-5563.50] 所以
[5563.76-5564.26] 我們
[5564.78-5565.28] 努力
[5565.80-5566.32] 希望
[5566.62-5567.90] 在
[5568.66-5569.44] 三年內
[5570.20-5571.22] 能夠
[5571.48-5572.50] 盡可能的
[5572.76-5573.52] 能夠達成
[5573.78-5574.56] 損益平衡
[5574.80-5575.84] 但是還是需要
[5576.34-5577.62] 經過
[5577.88-5578.40] 這個
[5578.64-5579.16] 市場
[5579.68-5580.18] 的
[5580.44-5581.20] 需求部分
[5582.48-5583.00] 以上
[5584.02-5590.16] 謝謝總經理的一個回覆也謝謝投資先進的提問那現場還有其他投資先進有
[5590.42-5595.80] 問題嗎好有請第二排中間後面我們穿藍色襯衫的投資先進
[5596.36-5602.24] 請教一下你們是從哪裡做採購
[5603.02-5603.52] 我們
[5604.56-5605.84] 好的感謝
[5606.34-5607.36] 這位的提問
[5607.88-5609.42] 我們目前的話
[5609.92-5611.46] 因所謂的
[5613.00-5614.80] 地緣政治的經濟部分的
[5615.04-5615.56] 衝突啊
[5616.08-5617.86] 所以我們採取的是
[5618.12-5619.14] 多元化的
[5619.66-5620.42] 從
[5621.70-5622.72] 大陸以外
[5623.50-5624.52] 還有台灣本土
[5625.28-5625.80] 以及
[5625.80-5626.82] 美國
[5627.08-5627.60] 跟
[5627.84-5628.62] 韓國的
[5629.12-5630.92] 供應部分的話呢
[5631.18-5632.96] 所以都在我們
[5633.22-5635.28] 已經是完成驗證的
[5635.52-5636.30] 範圍裡面
[5636.56-5638.60] 所以工具客戶的需求
[5638.86-5640.14] 根據市場的需求
[5640.64-5641.92] 然後我已經有
[5642.18-5643.72] 完成了這個布局
[5644.24-5644.74] 謝謝
[5645.52-5651.40] 謝謝謝謝總經理的一個分享那今天現場還有其他投資先進有問題嗎
[5653.70-5655.76] 都沒有的話在這邊我們也掌聲
[5656.06-5657.84] 謝謝王總經理的一個分享
[5658.36-5660.16] 謝謝也請總經理
[5660.40-5661.44] 首先就座休息
[5661.68-5666.30] 那近年來台亞不僅採取集團分工以降低生產成本
[5666.56-5667.32] 積極需求
[5667.58-5670.14] 求合作夥伴以確保我們的生產品
[5670.40-5670.90] 品質
[5671.16-5674.74] 上亞科技作為台亞集團的重要合作夥伴
[5675.00-5679.86] 今日我們也特別邀請到上亞科技一起來舉辦法人說明會
[5680.12-5680.64] 而現在
[5680.88-5684.22] 上亞科技的法人說明會也正式開始
[5684.48-5685.50] 簡報將由
[5685.80-5688.10] 台亞陳君格處長來為我們說明
[5688.36-5690.92] 讓我們一起掌聲歡迎陳處長有請
[5700.64-5704.24] 大家好我們這裡是上亞科技
[5704.74-5706.28] 我們是台亞集團的夥伴公司
[5706.54-5708.84] 然後這邊就開始我們的法術會的
[5709.36-5709.86] 簡報
[5711.40-5714.98] 那我們這邊會先我們這邊會簡介說我們今年與
[5714.98-5721.12] 去年同期的營收的變化以及說我們未來這個在經營策略上
[5721.38-5724.20] 經營策略上會有什麼樣的方向
[5726.24-5727.52] 這是我們的outline
[5727.78-5730.08] 一開始我們會先做我們的工資簡單簡介
[5730.34-5732.64] 然後接下來是我們目前
[5732.90-5733.66] 我們
[5734.18-5734.44] Business
[5734.70-5736.74] 我們業務方面的那策略
[5737.00-5741.34] 接下來是這邊會特別說明說我們在今年的時候有去成立一個光學
[5741.86-5744.68] 光學鍍膜事業處專門做光學鍍膜的
[5744.98-5745.74] 這個代工服務
[5746.26-5748.06] 然後以及未來的展望
[5750.36-5751.12] 好那我們
